-2.176750451326370239e-02,5.549925193190574646e-02,2.501601353287696838e-02,-1.781722530722618103e-02,-1.615095883607864380e-02,-3.370117023587226868e-02,-2.265543211251497269e-03,3.546198084950447083e-02,-6.604755297303199768e-03,-3.593579679727554321e-02
-8.915093541145324707e-02,1.534760147333145142e-01,-1.124641741625964642e-03,-8.316719532012939453e-02,-2.511444129049777985e-02,3.520469740033149719e-02,-2.278397791087627411e-02,3.957785293459892273e-02,-1.637647626921534538e-03,3.410317876841872931e-04
-4.474568180739879608e-03,-4.727106541395187378e-02,-3.158333944156765938e-03,3.642563894391059875e-02,-1.115877702832221985e-01,1.703397929668426514e-01,-8.848708122968673706e-02,1.766832768917083740e-01,-5.035162344574928284e-02,-4.820403829216957092e-02
9.993555024266242981e-03,-1.966868191957473755e-01,-7.839413359761238098e-03,2.549649178981781006e-01,-5.605148524045944214e-02,1.620275378227233887e-01,-1.513111591339111328e-01,-1.020554900169372559e-01,-5.771494656801223755e-02,1.220104917883872986e-01
3.326300531625747681e-02,-9.828552603721618652e-02,8.232661336660385132e-02,1.360401511192321777e-01,-8.103089034557342529e-02,4.423691704869270325e-02,-8.346897363662719727e-02,-3.234592452645301819e-02,4.786411300301551819e-02,-3.516227938234806061e-03
1.876136870123445988e-03,-2.990361489355564117e-02,4.642267897725105286e-02,-9.710799902677536011e-03,7.847163826227188110e-03,3.121082670986652374e-02,3.761046379804611206e-02,5.377018824219703674e-03,-2.957333438098430634e-02,-3.300004452466964722e-02
-9.099637717008590698e-02,1.648854762315750122e-01,-6.727815419435501099e-02,1.061978787183761597e-01,-3.532574698328971863e-02,1.271812021732330322e-01,-4.286496900022029877e-03,-7.936316728591918945e-02,-2.043373137712478638e-01,8.871912956237792969e-02
2.179816961288452148e-01,3.914881497621536255e-02,-2.179360389709472656e-01,-1.946453303098678589e-01,-4.758583381772041321e-02,-1.063261181116104126e-02,1.904084831476211548e-01,2.110835164785385132e-02,1.965747475624084473e-01,-1.759725362062454224e-01
-2.190925553441047668e-02,-3.178700059652328491e-02,5.619087815284729004e-02,2.976301126182079315e-02,-3.694833070039749146e-02,-9.558633901178836823e-03,-4.781514778733253479e-02,3.190462291240692139e-02,3.498435765504837036e-02,-1.785632595419883728e-02
1.104406714439392090e-01,-1.922079548239707947e-02,1.451130956411361694e-01,8.878748863935470581e-03,-3.371683135628700256e-02,-5.291903018951416016e-02,-2.492674253880977631e-02,-7.528837770223617554e-02,-2.108372189104557037e-02,-1.885275542736053467e-02
4.311229288578033447e-02,-2.887113206088542938e-02,4.564389819279313087e-04,-5.741114262491464615e-03,7.443743199110031128e-02,-6.463687401264905930e-03,4.334911704063415527e-02,-7.134459447115659714e-03,-3.036124864593148232e-03,-5.982606112957000732e-02
-2.414445020258426666e-02,-1.738785766065120697e-02,6.926317512989044189e-02,-3.154996410012245178e-02,8.889758586883544922e-02,5.899188295006752014e-02,-1.223870739340782166e-01,9.867525845766067505e-02,-1.226168647408485413e-01,-1.069034729152917862e-02
-5.768787488341331482e-02,-4.961948469281196594e-02,7.677385210990905762e-02,1.722258478403091431e-01,-8.939996361732482910e-03,-7.767838239669799805e-02,-2.795171551406383514e-02,-7.937896065413951874e-03,5.675194412469863892e-02,-3.440761566162109375e-02
1.656053774058818817e-02,-3.739375621080398560e-02,9.504085034132003784e-02,-4.362008348107337952e-02,5.931632476858794689e-04,2.587447315454483032e-02,1.600379869341850281e-02,-1.401470452547073364e-01,-7.577192038297653198e-03,6.537377834320068359e-02
-1.823369227349758148e-02,-1.636533588171005249e-01,-8.229842782020568848e-02,1.686066091060638428e-01,1.235848572105169296e-02,1.990839838981628418e-02,-1.330835968255996704e-01,9.867247194051742554e-02,8.678627782501280308e-04,1.074027642607688904e-01
5.854689516127109528e-03,-6.095805019140243530e-02,-3.564351797103881836e-02,-2.939337864518165588e-03,-5.111484974622726440e-02,-3.776837512850761414e-02,2.072071731090545654e-01,-2.074454724788665771e-02,-1.603043265640735626e-02,7.959224749356508255e-04
3.671988099813461304e-02,1.034511700272560120e-01,3.929249197244644165e-02,-3.706566989421844482e-02,-6.877248734235763550e-02,-5.709139257669448853e-02,-2.170027792453765869e-02,-3.664219984784722328e-03,1.005526557564735413e-01,-9.569785743951797485e-02
-1.229103282094001770e-01,1.047202050685882568e-01,2.211519926786422729e-01,1.157028600573539734e-01,-2.069755196571350098e-01,-4.965677112340927124e-02,-9.290940314531326294e-02,2.701048925518989563e-02,2.200384438037872314e-01,-2.167896926403045654e-01
9.143130481243133545e-02,-1.008898317813873291e-01,-1.494157463312149048e-01,-6.474188715219497681e-02,1.156696602702140808e-01,-2.144949324429035187e-02,2.056181728839874268e-01,3.267829120159149170e-02,-9.987117350101470947e-02,-6.245007365942001343e-02
1.580697447061538696e-01,-1.028721779584884644e-01,2.725839242339134216e-02,1.849182136356830597e-02,-7.997822016477584839e-02,3.410078212618827820e-02,1.456009149551391602e-01,-1.638458818197250366e-01,1.882455348968505859e-01,-1.982593536376953125e-01
